author_sort,authors,comments,cover,timestamp,formats,isbn,id,identifiers,languages,library_name,pubdate,publisher,rating,series,series_index,size,tags,title,title_sort,uuid
"Gwynne, John","John Gwynne","### Product Description
**'A masterfully crafted, brutally compelling Norse-inspired epic'** Anthony Ryan 
**THE GREATEST SAGAS ARE WRITTEN IN BLOOD.**
A century has passed since the gods fought and drove themselves to extinction. Now only their bones remain, promising great power to those brave enough to seek them out. 
As whispers of war echo across the land of Vigrið, fate follows in the footsteps of three warriors: a huntress on a dangerous quest, a noblewoman pursuing battle fame, and a thrall seeking vengeance among the mercenaries known as the Bloodsworn. 
All three will shape the fate of the world as it once more falls under the shadow of the gods. 
**Set in a brand-new, Norse-inspired world, and packed with myth, magic and bloody vengeance,** The Shadow of the Gods **begins an epic new fantasy saga from bestselling author John Gwynne.**
*Further praise for The Shadow of the Gods*
**'Visceral, heart-breaking and unputdownable'** Jay Kristoff 
**'A satisfying and riveting read. The well-realised characters move against a backdrop of a world stunning in its immensity. It's everything I've come to expect from a John Gwynne book'** Robin Hobb 
**'A masterclass in storytelling . . . epic, gritty fantasy with an uncompromising amount of heart'** *FanFiAddict*
**'Quintessential Gwynne honed to perfection . . .** The Shadow of the Gods* is absolutely stunning, one hell of an epic series opener and a spectacular dose of Viking-flavoured fantasy' The Tattooed Book Geek
**'Reminds me of all that I love in the fantasy genre.** The Shadow of the Gods* is an action-packed cinematic read' Fantasy Hive
### Review
""Gwynne, a Viking reenactor, puts in the work, with fine historical details that make the story come to life. Fans of the era will be delighted with the accuracy. This is a duly exciting start to the series.""― **Publishers Weekly on The Shadow of the Gods** * 
### About the Author
**John Gwynne** is the author of The Faithful and the Fallen quartet and the Of Blood and Bone trilogy. He studied and lectured at Brighton University. He's been in a rock 'n' roll band, playing the double bass, traveled the USA and lived in Canada for a time. He is married with four children and lives in Eastbourne, running a small family business rejuvenating vintage furniture.
","C:\Users\chris\Calibre Library\John Gwynne\The Shadow of the Gods [1] (150)\cover.jpg","0101-01-01T01:00:00+01:00","epub","","150","","eng","Calibre Library","0101-01-01T01:00:00+01:00","","","Bloodsworn Saga","1.0","3415168","Fantasy","The Shadow of the Gods [1]","Shadow of the Gods [1], The","91f68c0c-8834-419a-8bc7-a9c4be7f47d1"
"Scott, Megan","Megan Scott","As an Empyreal, Nicole has the ability to kill any deadly supernatural. But if her power ever awakened, the Wake—the organisation that governs supernaturals—would force her to be their loyal huntress. Or kill her, like they did her mother.
To stay safe, Nicole hides in a small university town, convinced the mythological art collection at a local manor contains a final message from her mother. But before she can study it, Kyan McCarter, the Wake’s most skilled Empyreal, arrives on his own hunt. When they discover his prey has stolen a painting for leverage, they’re forced to work together.
As the creature threatens to expose Nicole’s powers, her tenuous alliance with Kyan threatens her heart. If her true identity is revealed, Kyan will hunt her next. No one disobeys The Wake and survives. Especially when the art they’re seeking unveils a conspiracy that would change the lives of creatures and humans forever...
But Nicole may only be able to resist one: her wicked impulses, or a love that could repaint their world. And after a life of hiding her true nature, who could resist the temptation of magic..
","C:\Users\chris\Calibre Library\Megan Scott\The Temptation of Magic [1] (151)\cover.jpg","0101-01-01T01:00:00+01:00","epub","","151","","eng","Calibre Library","0101-01-01T01:00:00+01:00","","","Empyreal","1.0","405782","Fantasy & Magic","The Temptation of Magic [1]","Temptation of Magic [1], The","5a4e890e-8b92-434e-a686-5c5ca26742b9"
"Broadbent, Carissa","Carissa Broadbent","","C:\Users\chris\Calibre Library\Carissa Broadbent\The Serpent and the Wings of Night (152)\cover.jpg","0101-01-01T01:00:00+01:00","epub, mobi","","152","","eng","Calibre Library","0101-01-01T01:00:00+01:00","","","Crowns of Nyaxia","1.0","728291","Fantasy & Magic","The Serpent and the Wings of Night [1]","Serpent and the Wings of Night [1], The","2cfe97ff-858b-4fcc-9d94-c60a82ab9a83"
"Pearson, Mary E.","Mary E. Pearson","**A stunning new adventure set in the kingdoms of the Remnant.**  
 ****  
A formidable outlaw family that claims to be the first among nations.
A son destined to lead, thrust suddenly into power.
Three fierce young women of the Rahtan, the queen's premier guard.
A legendary street thief leading a mission, determined to prove herself.
A dark secret that is a threat to the entire continent.
When outlaw leader meets reformed thief, a cat-and-mouse game of false moves ensues, bringing them intimately together in a battle that may cost them their lives--and their hearts.
","C:\Users\chris\Calibre Library\Mary E. Pearson\Dance of Thieves [1] (153)\cover.jpg","0101-01-01T01:00:00+01:00","epub","","153","","eng","Calibre Library","0101-01-01T01:00:00+01:00","","","Dance of Thieves","1.0","493100","Fantasy & Magic","Dance of Thieves [1]","Dance of Thieves [1]","6d678f27-98f9-4e78-9ade-dd10a7b2105b"
"Pearson, Mary E.","Mary E. Pearson","Lia and Rafe have escaped Venda and the path before them is winding and dangerous - what will happen now? This third and final book in The Remnant Chronicles is not to be missed.
Bestselling author Mary E. Pearson's combination of intrigue, suspense, romance and action make this a riveting page turner for teens.
","C:\Users\chris\Calibre Library\Mary E. Pearson\The Beauty of Darkness [3] (154)\cover.jpg","0101-01-01T01:00:00+01:00","epub","","154","","eng","Calibre Library","0101-01-01T01:00:00+01:00","","","The Remnant Chronicles","3.0","557107","Fantasy & Magic","The Beauty of Darkness [3]","Beauty of Darkness [3], The","b70689cf-33c9-4b87-af61-d7087dd8e612"
"Pearson, Mary E.","Mary E. Pearson","In a society steeped in tradition, Princess Lia’s life follows a preordained course. As First Daughter, she is expected to have the revered gift of sight—but she doesn’t—and she knows her parents are perpetrating a sham when they arrange her marriage to secure an alliance with a neighboring kingdom—to a prince she has never met.
On the morning of her wedding, Lia flees to a distant village. She settles into a new life, hopeful when two mysterious and handsome strangers arrive—and unaware that one is the jilted prince and the other an assassin sent to kill her. Deception abounds, and Lia finds herself on the brink of unlocking perilous secrets—even as she finds herself falling in love. 
*The Kiss of Deception* is the first book in Mary E. Pearson's Remnant Chronicles.
### Review
Praise for *The Adoration of Jenna Fox* :
  * “Raises the ante in unexpected ways until the very last page.” — *Publishers Weekly* , starred review
  * “This is a beautiful blend of science fiction . . . and teen-relationship novel that melds into a seamless whole.” — *School Library Journal* , starred review


“This is an amazingly powerful, thought-provoking, just brilliant novel.” — *Teen Book Review*
  * “[An] outstanding examination of identity, science and ethics.” — *Kirkus Reviews* , starred review
  * “This novel is truly unlike any other I have ever read and is a breath of fresh air.” — *ELLEgirl*


Praise for *The Fox Inheritance* :
“Riveting, thought-provoking.” —Suzanne Collins, author of *The Hunger Games*
  * “A dazzling blend of science fiction, mystery, and teen friendship drama.” — *Publishers Weekly* , starred review


“Gripping, urgent, and highly appealing.” *—School Library Journal*
### About the Author
Mary E. Pearson is the author of seven novels for teens, including the popular Jenna Fox trilogy. She writes full-time from her home in Carlsbad, California, where she lives with her husband and two dogs. 
","C:\Users\chris\Calibre Library\Mary E. Pearson\The Kiss of Deception [1] (155)\cover.jpg","0101-01-01T01:00:00+01:00","epub","","155","","eng","Calibre Library","0101-01-01T01:00:00+01:00","","","The Remnant Chronicles","1.0","543775","Fantasy & Magic","The Kiss of Deception [1]","Kiss of Deception [1], The","d2594e94-ae1b-433e-9d64-7f2ad7f9ff17"
"Pearson, Mary E.","Mary E. Pearson","","C:\Users\chris\Calibre Library\Mary E. Pearson\The Heart of Betrayal [2] (156)\cover.jpg","0101-01-01T01:00:00+01:00","epub","","156","","eng","Calibre Library","0101-01-01T01:00:00+01:00","","","The Remnant Chronicles","2.0","379236","Fantasy & Magic","The Heart of Betrayal [2]","Heart of Betrayal [2], The","bd63421e-a275-41a8-9af4-fa8acd930240"
"Ross, Rebecca","Rebecca Ross","Two weeks have passed since Iris Winnow returned home bruised and heartbroken from the front, but the war is far from over. Roman is missing, and the city of Oath continues to dwell in a state of disbelief and ignorance. When Iris and Attie are given another chance to report on Dacre’s movements, they both take the opportunity and head westward once more despite the danger, knowing it’s only a matter of time before the conflict reaches a city that’s unprepared and fracturing beneath the chancellor’s reign.
Since waking below in Dacre’s realm, Roman cannot remember his past. But given the reassurance that his memories will return in time, Roman begins to write articles for Dacre, uncertain of his place in the greater scheme of the war. When a strange letter arrives by wardrobe door, Roman is first suspicious, then intrigued. As he strikes up a correspondence with his mysterious pen pal, Roman will soon have to make a decision: to stand with Dacre or betray the god who healed him. And as the days grow darker, inevitably drawing Roman and Iris closer together…the two of them will risk their very hearts and futures to change the tides of the war.
","C:\Users\chris\Calibre Library\Rebecca Ross\Ruthless Vows [2] (164)\cover.jpg","0101-01-01T01:00:00+01:00","epub","","164","","eng","Calibre Library","0101-01-01T01:00:00+01:00","","","Letters of Enchantment","2.0","3711664","Fantasy & Magic, Young Adult","Ruthless Vows [2]","Ruthless Vows [2]","b9b64539-d9fd-4ae8-a66d-194afadf5783"
"Lyn, Miranda","Miranda Lyn","Beyond the realm of gods, two cities stand at the brink of despair, and a dark destiny awaits Death's newest Maiden.
Long ago, Requiem was plagued by war and abandoned by the gods but Death saved the suffering people, giving each soul a hundred years of immortality. With that grace, he also sent two Maidens. One of Life, for healing and comfort, and one of Death, the only person in the world with the ability to kill.
Generations later, the Life Maiden is missing and Princess Deyanira is nothing more than a trained weapon. A hunter. A murderer wrenched into Death's dark court to have the name of her next victim seared onto her palm.
She is the enemy of this land. But, when she's given the chance to bring peace through marriage and finally show her father's kingdom her worth, she is viciously tricked into marrying the wrong man, ruining the future of the damaged realm. Her only hope to give something back to the world is to find the missing Life Maiden.
Now, eternally bound to her enemy and dragged into the dark burlesque show her new husband is bound to, she must fight to keep herself free. And her heart. Especially when she becomes the hunted.
","C:\Users\chris\Calibre Library\Miranda Lyn\Till Death [1] (165)\cover.jpg","0101-01-01T01:00:00+01:00","epub","","165","","eng","Calibre Library","0101-01-01T01:00:00+01:00","","","The Never Sky","1.0","997095","Fantasy & Magic","Till Death [1]","Till Death [1]","967e2646-1a2e-4e7f-b0f7-13561eda393e"
"Lake, Keri","Keri Lake","A dark, atmospheric tale of deadly secrets and forbidden love.
Mortui vivos docent.
The dead teach the living.
After watching my mother succumb to a mysterious illness, I promised myself two things. I’d find the cure for what ravaged her. And leave the godforsaken city where she abandoned me.
Four years later, I receive an acceptance letter from Dracadia University, one of the oldest, most prestigious schools in the country. Nestled on a secluded island off the coast of Maine, it’s rumored to be haunted by the souls of the mental patients exiled there centuries before. Those whose bones are said to make up the island’s white sandy shores.
And restless ghosts aren’t even its most daunting peculiarity.
Devryck Bramwell, known on campus as Doctor Death, is a brilliant pathologist in charge of the midnight lab. He’s also my devastatingly handsome professor, who seems to loathe tenacious first-years, like me. Except, his dark and enigmatic gaze tells me all the ways he’d devour me if given the chance, and his stolen kisses burn my lips with forbidden jealousy.
I crave his authority.
He aches for redemption.
Together, we’re toxic. Delicious fodder for the prying eyes hellbent on exhuming the rotted skeletons of our pasts.
For the dead have much to teach, and it’s only a matter of time before Dracadia’s most depraved secret is resurrected.
Nocticadia is a standalone dark academia gothic romance.
","C:\Users\chris\Calibre Library\Keri Lake\Nocticadia (166)\cover.jpg","0101-01-01T01:00:00+01:00","epub","","166","","eng","Calibre Library","0101-01-01T01:00:00+01:00","","","","1.0","4738317","Fantasy & Magic","Nocticadia","Nocticadia","77bf9f79-8257-4258-9558-57c0a8c9d225"
"Woods, Harper L.","Harper L. Woods","Raised to be my father’s weapon against the Coven that took away his sister and his birthright, I would do anything to protect my younger brother from suffering the same fate. My duty forces me to the secret town of Crystal Hollow and the prestigious Hollow’s Grove University—where the best and brightest of my kind learn to practice their magic free from human judgment.
There are no whispered words here. No condemnation for the blood that flows through my veins. The only animosity I face comes from the beautiful and infuriating Headmaster, Alaric Grayson Thorne, a man who despises me just as much as I loathe him and everything he stands for.
But that doesn’t mean secrets don’t threaten to tear the school in two. No one talks about the bloody massacre that forced it to close decades prior, only the opportunity it can afford to those fortunate enough to attend.
Because for the first time in fifty years, the Coven will open its wards to the Thirteen: thirteen promising students destined to change the world.
If the ghosts of Hollow’s Groves’ victims don’t kill them first...
The Coven is book one in the Coven of Bones series and ends on a cliffhanger. This is a gothic, dark-academia, paranormal romance and includes elements that may be triggering to some listeners.
","C:\Users\chris\Calibre Library\Harper L. Woods\The Coven [1] (167)\cover.jpg","0101-01-01T01:00:00+01:00","epub, mobi","","167","","eng","Calibre Library","0101-01-01T01:00:00+01:00","","","Coven of Bones","1.0","527063","Fantasy & Magic","The Coven [1]","Coven [1], The","2cb8189c-8f1c-4294-ad7e-834cebad2bd2"
"Woods, Harper L.","Harper L. Woods","","C:\Users\chris\Calibre Library\Harper L. Woods\The Cursed [2] (168)\cover.jpg","0101-01-01T01:00:00+01:00","epub, mobi","","168","","eng","Calibre Library","0101-01-01T01:00:00+01:00","","","Coven of Bones","2.0","516314","Fantasy & Magic","The Cursed [2]","Cursed [2], The","fe91b045-9545-4b7a-9291-642e331a3e8e"
"Kennedy, Raven","Raven Kennedy","","C:\Users\chris\Calibre Library\Raven Kennedy\Gild [1] (169)\cover.jpg","0101-01-01T01:00:00+01:00","epub","","169","","eng","Calibre Library","0101-01-01T01:00:00+01:00","","","The Plated Prisoner","1.0","612522","Fantasy & Magic","Gild [1]","Gild [1]","33c7fdc6-5c93-45fa-a0cd-4366d5bec23e"
"Peckham, Caroline & Valenti, Susanne","Caroline Peckham & Susanne Valenti","The vampire prince has never claimed a human. Until now.
My whole life I’ve been nothing but a means to an end; livestock kept caged for the production of blood. I’ve stared through fences at the promise of freedom countless times, but the only way anyone escapes this hell is in the hands of a bloodsucker.
The annual testing is about to begin, and those who pass are never seen again. So fu*k that. My twin and I decided to risk it all. To run before the royals could claim us.
Turns out, that dream expired fast. Because when an original vampire decides to own you, there’s nowhere in this ruined world left to escape to.
I’m at his mercy now, trapped in his castle, destined to become his creature, and forced into a dangerous game of rivalry between the seductive vampire princes.
His beauty is a weapon I wasn’t prepared for, his cruelty a bane that strikes fear in the hearts of all, and his company a sin I’m going to spend my life repenting.
I need to get back to my sister, but she’s caught in a trap of her own, tangled up with the last slayer to walk this earth and following his path towards vengeance. She’s at his mercy too, the man with violence tattooed across his skin, death trailing his footsteps as he stalks his prey - who just so happen to be the royal vampires who hold me captive.
The gods are toying with us all, placing my twin and I on opposite sides of an ancient war. And in the end, I fear there won’t be any victors left standing.
So I’m going to play a game of my own, let my captor use me as his puppet until I find my moment to strike.
Let this hell-born ritual of lust, lies and blood begin.
**This is a dark, fantasy romance series by the authors of Zodiac Academy with all the enemies to lovers vibes – don’t go expecting a sweet vampire with sparkling skin and a tendency to watch you sleeping. These vampires are savage and bloodthirsty, and the slayer who hunts them will stab first and ask questions later. This war-torn fantasy world is a brutal bi*ch and only those 18+ have a chance at surviving the darkness lurking between these pages. There’s no well-meaning vampires snacking on Bambies instead of babies, and if they get their teeth into you, you’ll be damn lucky to escape with your life and panties intact. So grab hold of your slayer blade (wooden stakes have too many splinters) and get ready to defy the gods, because this is going to be one helluva ride***
","C:\Users\chris\Calibre Library\Caroline Peckham\Eternal Reign [1] (170)\cover.jpg","0101-01-01T01:00:00+01:00","epub","","170","","eng","Calibre Library","0101-01-01T01:00:00+01:00","","","Age of Vampires","1.0","599978","Fantasy & Magic","Eternal Reign [1]","Eternal Reign [1]","67b5c223-b66f-484d-b892-e5884b1ba508"
"Ross, Rebecca","Rebecca Ross","<p><b>When two young rival journalists find love through a magical connection, they must face the depths of hell, in a war among gods, to seal their fate forever.</b><br>After centuries of sleep, the gods are warring again. But eighteen-year-old Iris Winnow just wants to hold her family together. Her mother is suffering from addiction and her brother is missing from the front lines. Her best bet is to win the columnist promotion at the Oath Gazette.<br>To combat her worries, Iris writes letters to her brother and slips them beneath her wardrobe door, where they vanish&#8212;into the hands of Roman Kitt, her cold and handsome rival at the paper. When he anonymously writes Iris back, the two of them forge a connection that will follow Iris all the way to the front lines of battle: for her brother, the fate of mankind, and love.<br><i>Shadow and Bone</i> meets <i>Lore</i> in Rebecca Ross's <i>Divine Rivals</i>, an epic enemies-to-lovers fantasy novel filled with hope and heartbreak,...","C:\Users\chris\Calibre Library\Rebecca Ross\Divine Rivals [1] (171)\cover.jpg","0101-01-01T01:00:00+01:00","epub","","171","","eng","Calibre Library","0101-01-01T01:00:00+01:00","","","Letters of Enchantment","1.0","1666462","Fantasy & Magic","Divine Rivals [1]","Divine Rivals [1]","f0dba003-fbcb-45fa-8e44-0ec58950b994"
"Fiorina, Nicole","Nicole Fiorina","","C:\Users\chris\Calibre Library\Nicole Fiorina\Hollow Heathens_ Book of Blackwell (172)\cover.jpg","0101-01-01T01:00:00+01:00","epub","","172","","eng","Calibre Library","0101-01-01T01:00:00+01:00","","","Want to read  Buy on Amazon UK       Rate this book Edit my activity Tales of Weeping Hollow","1.0","649321","Fantasy & Magic","Hollow Heathens: Book of Blackwell (Tales of Weeping Hollow 1)","Hollow Heathens: Book of Blackwell (Tales of Weeping Hollow 1)","525ae84a-a4a7-40e8-ac98-248503c820bc"
"Hazelwood, Ali","Ali Hazelwood","<b>#1 Indie Next Pick!<br>A Hall of Fame LibraryReads&#160;pick!<br>A dangerous alliance between a Vampyre bride and an Alpha Werewolf becomes a love deep enough to sink your teeth into in this new paranormal romance from the #1 <i>New York Times</i> bestselling author of <i>Love, Theoretically </i>and <i>The Love Hypothesis.</i></b><br> Misery Lark, the only daughter of the most powerful Vampyre councilman of the Southwest, is an outcast&mdash;again. Her days of living in anonymity among the Humans are over: she has been called upon to uphold a historic peacekeeping alliance between the Vampyres and their mortal enemies, the Weres, and she sees little choice but to surrender herself in the exchange&mdash;again...<br> Weres are ruthless and unpredictable, and their Alpha, Lowe Moreland, is no exception. He rules his pack with absolute authority, but not without justice. And, unlike the Vampyre Council, not without feeling. It&rsquo;s clear from the way he tracks Misery&rsquo;s...","C:\Users\chris\Calibre Library\Ali Hazelwood\Bride (173)\cover.jpg","0101-01-01T01:00:00+01:00","epub","","173","","eng","Calibre Library","0101-01-01T01:00:00+01:00","","","","1.0","1646748","Fantasy & Magic","Bride","Bride","6851bef9-9c66-4474-805f-bea8b5953f7c"
"Addison, Katherine","Katherine Addison","The youngest, half-goblin son of the Emperor has lived his entire life in exile, distant from the Imperial Court and the deadly intrigue that suffuses it. But when his father and three sons in line for the throne are killed in an ""accident,"" he has no choice but to take his place as the only surviving rightful heir.  
Entirely unschooled in the art of court politics, he has no friends, no advisors, and the sure knowledge that whoever assassinated his father and brothers could make an attempt on his life at any moment.  
Surrounded by sycophants eager to curry favor with the naïve new emperor, and overwhelmed by the burdens of his new life, he can trust nobody. Amid the swirl of plots to depose him, offers of arranged marriages, and the specter of the unknown conspirators who lurk in the shadows, he must quickly adjust to life as the Goblin Emperor. All the while, he is alone, and trying to find even a single friend . . . and hoping for the possibility of romance, yet also vigilant against the unseen enemies that threaten him, lest he lose his throne–or his life.   
Katherine Addison's *The Goblin Emperor* is an exciting fantasy novel, set against the pageantry and color of a fascinating, unique world, is a memorable debut for a great new talent.
**
","C:\Users\chris\Calibre Library\Katherine Addison\The Goblin Emperor [1] (174)\cover.jpg","0101-01-01T01:00:00+01:00","epub","","174","","eng","Calibre Library","0101-01-01T01:00:00+01:00","","","The Chronicles of Osreth","1.0","1000840","Fantasy & Magic","The Goblin Emperor [1]","Goblin Emperor [1], The","9b0f9901-3244-4cc9-8650-bf691f566c1d"
"Reid, Ava","Ava Reid","<p><strong>""Achingly atmospheric and beautifully sharp, A Study in Drowning will draw you in from the first page."" &#8212;Rory Power, New York Times bestselling author of Wilder Girls </strong></p><p><strong>Bestselling author Ava Reid makes her YA debut in this dark academic fantasy perfect for fans of Melissa Albert and Elana K. Arnold.</strong></p><p>Effy Sayre has always believed in fairy tales. Haunted by visions of the Fairy King since childhood, she's had no choice. Her tattered copy of Angharad&#8212;Emrys Myrddin's epic about a mortal girl who falls in love with the Fairy King, then destroys him&#8212;is the only thing keeping her afloat. So when Myrddin's family announces a contest to redesign the late author's estate, Effy feels certain it's her destiny.</p><p>But musty, decrepit Hiraeth Manor is an impossible task, and its residents are far from welcoming. Including Preston H&#233;loury, a stodgy young literature scholar determined to expose Myrddin as a fraud. As the...","C:\Users\chris\Calibre Library\Ava Reid\A Study in Drowning [1] (175)\cover.jpg","0101-01-01T01:00:00+01:00","epub","","175","","eng","Calibre Library","0101-01-01T01:00:00+01:00","","","A Study in Drowning","1.0","476862","Fantasy & Magic","A Study in Drowning [1]","Study in Drowning [1], A","55101bec-1311-49af-af8d-259a0c69797d"
"Baldree, Travis","Travis Baldree","","C:\Users\chris\Calibre Library\Travis Baldree\Legends & Lattes [1] (176)\cover.jpg","0101-01-01T01:00:00+01:00","epub","","176","","eng","Calibre Library","0101-01-01T01:00:00+01:00","","","Legends & Lattes","1.0","953144","Fantasy & Magic","Legends & Lattes [1]","Legends & Lattes [1]","020191ec-bbbb-4f1f-87db-4ae788b42170"
"Young, Adrienne","Adrienne Young","","C:\Users\chris\Calibre Library\Adrienne Young\The Unmaking of June Farrow (177)\cover.jpg","0101-01-01T01:00:00+01:00","epub","","177","","eng","Calibre Library","0101-01-01T01:00:00+01:00","","","","1.0","1835673","Fantasy & Magic","The Unmaking of June Farrow","Unmaking of June Farrow, The","1232dfc9-3d71-447d-896f-b05a468c248f"
"Parker, Sarah A.","Sarah A. Parker","","C:\Users\chris\Calibre Library\Sarah A. Parker\To Bleed a Crystal Bloom [1] (178)\cover.jpg","0101-01-01T01:00:00+01:00","epub, mobi","","178","","eng","Calibre Library","0101-01-01T01:00:00+01:00","","","Crystal Bloom","1.0","1818057","Fantasy & Magic","To Bleed a Crystal Bloom [1]","To Bleed a Crystal Bloom [1]","987c577c-e92e-4455-ab63-236d2bbb1358"
"Pulley, Natasha","Natasha Pulley","<p><b>The eagerly anticipated new novel from the author of THE WATCHMAKER OF FILIGREE STREET&#8212;a treacherous quest in the magical landscape of nineteenth-century Peru.</b><br/><br/>In 1859, ex-East India Company smuggler Merrick Tremayne is trapped at home in Cornwall after sustaining an injury that almost cost him his leg. On the sprawling, crumbling grounds of the old house, something is wrong; a statue moves, his grandfather's pines explode, and his brother accuses him of madness.<br/><br/>When the India Office recruits Merrick for an expedition to fetch quinine&#8212;essential for the treatment of malaria&#8212;from deep within Peru, he knows it's a terrible idea. Nearly every able-bodied expeditionary who's made the attempt has died, and he can barely walk. But Merrick is desperate to escape everything at home, so he sets off, against his better judgment, for a tiny mission colony on the edge of the Amazon where a salt line on the ground separates town from forest. Anyone...","C:\Users\chris\Calibre Library\Natasha Pulley\The Bedlam Stacks [1.5] (179)\cover.jpg","0101-01-01T01:00:00+01:00","epub","","179","","eng","Calibre Library","0101-01-01T01:00:00+01:00","","","The Watchmaker of Filigree Street","1.0","1041320","Fantasy & Magic","The Bedlam Stacks [1.5]","Bedlam Stacks [1.5], The","9baf9855-3123-4096-8ff5-713eaa2b921c"
"Clarke, Susanna","Susanna Clarke","Piranesi’s house is no ordinary building: its rooms are infinite, its corridors endless, its walls are lined with thousands upon thousands of statues, each one different from all the others. Within the labyrinth of halls an ocean is imprisoned; waves thunder up staircases, rooms are flooded in an instant. But Piranesi is not afraid; he understands the tides as he understands the pattern of the labyrinth itself. He lives to explore the house.
There is one other person in the house—a man called The Other, who visits Piranesi twice a week and asks for help with research into A Great and Secret Knowledge. But as Piranesi explores, evidence emerges of another person, and a terrible truth begins to unravel, revealing a world beyond the one Piranesi has always known.
","C:\Users\chris\Calibre Library\Susanna Clarke\Piranesi (180)\cover.jpg","0101-01-01T01:00:00+01:00","epub","","180","","eng","Calibre Library","0101-01-01T01:00:00+01:00","","","","1.0","288955","Fantasy, Mythology","Piranesi","Piranesi","4f640282-83aa-411f-b663-188c75e5be63"
"Parker, Sarah A.","Sarah A. Parker","The Creators did not expect their beloved dragons to sail skyward upon their end. To curl into balls just beyond gravity’s grip, littering the sky with tombstones. With moons.
They certainly did not expect them to fall.
As a valued Elding Blade of the rebellion group Fíur du Ath, Raeve’s job is to kill. To complete orders and never get caught.
When a renowned bounty hunter is employed by The Crown to capture a member of the Ath, Raeve’s world is turned upside down. Blood spills, hearts break, and Raeve finds herself at the mercy of the Guild of Nobles—a group of dual-beaded elementals who intend to turn her into a political statement.
Only death will set her free.
Crushed beneath a mourning weight, Kaan Vaegor took the head of a king and donned his melted crown. Now on a tireless quest to assuage the never-ebbing ache in his chest, his hunt for a moonshard lures him into the belly of Gore’s notorious prison where he stumbles upon something that rips apart his perception of reality.
A shackled miracle with eyes full of rage and blood on her hands.
The echo of the past sings louder than the Creators themselves, and even Raeve can’t ignore the truths blaring at her from a warmer, happier time.
However.
There’s more to this song than meets the eye, and some truths …
They’re too poisonous to swallow.
","C:\Users\chris\Calibre Library\Sarah A. Parker\When the Moon Hatched [1] (182)\cover.jpg","0101-01-01T01:00:00+01:00","epub","","182","","eng","Calibre Library","0101-01-01T01:00:00+01:00","","","Moonfall","1.0","4699881","Fantasy & Magic","When the Moon Hatched [1]","When the Moon Hatched [1]","30c21c27-5442-4611-8089-572ce9dadc36"
"Mirrlees, Hope","Hope Mirrlees","Lud-in-the-Mist (1926) is the third novel by Hope Mirrlees, and the only one still in print as of 2005. It continues the author's exploration of the themes of Life and Art, by a method already described in the preface of her first novel, Madeleine: One of Love's Jansenists (1919): ""to turn from time to time upon the action the fantastic limelight of eternity, with a sudden effect of unreality and the hint of a world within a world"".Whereas in Madeleine and The Counterplot Mirrlees took from historical figures, religions and literature the elements with which to build her stage, her use of a secondary-world setting in Lud-in-the-Mist links it to a tradition of high fantasy, and thence to its current locus of popularity. In 1970, an American reprint appeared without the author's permission, as part of the Ballantine Adult Fantasy series. It was subsequently reprinted by Orion Books in 2000 as part of their Fantasy Masterworks series[1]. But Lud-in-the-Mist's unconventional elements, equally responsible for its appeal to the fantasy readership and distinction within the genre, are better-understood if they are taken in the context of her whole oeuvre.In this novel, the law-abiding inhabitants of Lud-in-the-Mist, a city located at the confluence of the rivers Dapple and Dawl, in the fictional state of Dorimare, must contend with the influx of fairy fruit from the bordering Land of Faerie, whose presence they had sought to deny from their rational existence. Their mayor, the respectable Nathaniel Chanticleer, finds himself quite reluctantly at the center of the conflict.Lud-in-the-Mist begins with a quotation by Jane Harrison, whose influence is also found in Madeleine and The Counterplot. It is dedicated to the memory of Mirrlees's father.
","C:\Users\chris\Calibre Library\Hope Mirrlees\Lud-In-The-Mist (185)\cover.jpg","0101-01-01T01:00:00+01:00","epub","","185","","eng","Calibre Library","0101-01-01T01:00:00+01:00","","","","1.0","300775","Fantasy & Magic","Lud-In-The-Mist","Lud-In-The-Mist","2490819e-5551-47f9-b9c8-b1d403066faf"
"Hastings, Jessa","Jessa Hastings","She is a beautiful, affluent, self-involved and mildly neurotic London socialite. He is Britain's most photographed bad-boy lothario who broke her heart. But Magnolia Parks and BJ Ballentine are meant to be, and everyone knows it. They're in the stars... just suspended in a strange kind of love that looks like hurting each other a lot of the time: She dates other people to keep him at bay; he sleeps with other girls to get back at her for it. But at the end of their every sad endeavour to get over one another, it's still each other they crawl back to. But their dysfunction is catching up with them, pulling at their seams and fraying the world they've built; a world where neither has to ever let the other go completely. As the cracks start to show and secrets begin to surface, Magnolia and BJ are finally forced to face the formidable question they've been avoiding all their lives: how many loves do you really get in a lifetime?
","C:\Users\chris\Calibre Library\Jessa Hastings\Magnolia Parks [1] (186)\cover.jpg","0101-01-01T01:00:00+01:00","epub","","186","","eng","Calibre Library","0101-01-01T01:00:00+01:00","","","Magnolia Parks Universe","1.0","479642","Romance","Magnolia Parks [1]","Magnolia Parks [1]","7dbdb5c9-77c3-483d-8b6d-093771ab595f"
