Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
487402,"Blondes Have More Felons (December Vaughn, #1)",Alesia Holliday,"Holliday, Alesia",,"=""0425208923""","=""9780425208922""",0,3.79,Berkley,Mass Market Paperback,368,2006,2006,,2013/04/08,to-read,to-read (#30),to-read,,,,0,0
2292384,"Fearless Fourteen (Stephanie Plum, #14)",Janet Evanovich,"Evanovich, Janet",,"=""0312349513""","=""9780312349516""",0,4.05,St. Martin's Press,Hardcover,310,2008,2008,2013/04/08,2013/04/08,,,read,,,,1,0
11250053,The Snow Child,Eowyn Ivey,"Ivey, Eowyn",,"=""0316175676""","=""9780316175678""",0,4.00,Reagan Arthur Books,Hardcover,386,2012,2011,,2013/04/02,,,read,,,,1,0
12724978,"The Mystery of Mercy Close (Walsh Family, #5)",Marian Keyes,"Keyes, Marian",,"=""""","=""""",0,3.67,Michael Joseph,Paperback,508,2012,2012,2013/04/02,2013/03/27,,,read,,,,1,0
40317,"Lean Mean Thirteen (Stephanie Plum, #13)",Janet Evanovich,"Evanovich, Janet",,"=""0312349491""","=""9780312349493""",4,4.10,St. Martin's Press,Hardcover,310,2007,2007,2013/03/24,2013/03/20,,,read,,,,1,0
2429135,"The Girl with the Dragon Tattoo (Millennium, #1)",Stieg Larsson,"Larsson, Stieg",Reg Keeland,"=""0670069019""","=""9780670069019""",5,4.17,Viking Canada,Hardcover,480,2008,2005,,2013/03/20,,,read,,,,1,0
1217100,Thirteen Reasons Why,Jay Asher,"Asher, Jay",,"=""1595141715""","=""9781595141712""",0,3.84,Razorbill,Hardcover,288,2007,2007,,2013/03/20,to-read,to-read (#29),to-read,,,,0,0
17280224,"Broken at Love (Whitman University, #1)",Lyla Payne,"Payne, Lyla",,"=""1482063557""","=""9781482063554""",0,3.72,CreateSpace Independent Publishing Platform,Paperback,338,2013,2013,,2013/03/20,to-read,to-read (#28),to-read,,,,0,0
37435,The Secret Life of Bees,Sue Monk Kidd,"Kidd, Sue Monk",,"=""0142001740""","=""9780142001745""",5,4.09,Penguin Books,Paperback,302,2003,2001,,2013/03/20,,,read,,,,1,0
77203,The Kite Runner,Khaled Hosseini,"Hosseini, Khaled",,"=""""","=""""",5,4.35,Riverhead Books,Paperback,371,2004,2003,,2013/03/20,,,read,,,,1,0
17314430,"Wait for You (Wait for You, #1)",J. Lynn,"Lynn, J.",Jennifer L. Armentrout,"=""""","=""""",0,4.13,J. Lynn,Nook,386,2013,2013,,2013/03/20,to-read,to-read (#26),to-read,,,,0,0
22628,The Perks of Being a Wallflower,Stephen Chbosky,"Chbosky, Stephen",,"=""""","=""""",0,4.23,MTV Books/Pocket Books,Paperback,213,1999,1999,,2013/03/20,to-read,to-read (#27),to-read,,,,0,0
168668,Catch-22,Joseph Heller,"Heller, Joseph",,"=""0684833395""","=""9780684833392""",0,3.99,Simon & Schuster ,Paperback,453,2004,1961,,2013/03/20,to-read,to-read (#25),to-read,,,,0,0
40173,"Are You There, Vodka? It's Me, Chelsea",Chelsea Handler,"Handler, Chelsea",,"=""0061173398""","=""9780061173394""",0,3.84,Simon Spotlight Entertainment,Hardcover,264,2008,2008,,2013/03/20,to-read,to-read (#24),to-read,,,,0,0
6472246,Chelsea Chelsea Bang Bang,Chelsea Handler,"Handler, Chelsea",,"=""0446552445""","=""9780446552448""",0,3.82,Grand Central Publishing,Hardcover,244,2010,2010,,2013/03/20,to-read,to-read (#23),to-read,,,,0,0
13531024,This Is Not My Hat,Jon Klassen,"Klassen, Jon",,"=""0763655996""","=""9780763655990""",0,4.22,Candlewick Press,Hardcover,40,2012,2012,,2013/03/20,to-read,to-read (#22),to-read,,,,0,0
11737313,"Three Times Lucky (Mo & Dale Mysteries, #1)",Sheila Turnage,"Turnage, Sheila",,"=""0803736703""","=""9780803736702""",0,4.03,Dial Books,Hardcover,312,2012,2012,,2013/03/20,to-read,to-read (#21),to-read,,,,0,0
10335308,Is Everyone Hanging Out Without Me? (And Other Concerns),Mindy Kaling,"Kaling, Mindy",,"=""0307886263""","=""9780307886262""",0,3.86,Crown Archetype,Hardcover,222,2011,2011,,2013/03/20,to-read,to-read (#20),to-read,,,,0,0
15799936,How to Tell If Your Cat Is Plotting to Kill You,Matthew Inman,"Inman, Matthew",The Oatmeal,"=""1449410243""","=""9781449410247""",0,3.91,Andrews McMeel Publishing,Paperback,131,2012,2012,,2013/03/20,to-read,to-read (#19),to-read,,,,0,0
854757,Bet Me,Jennifer Crusie,"Crusie, Jennifer",,"=""0312987854""","=""9780312987855""",0,3.94,St. Martin's Paperbacks,Mass Market Paperback,432,2004,2004,,2013/03/20,to-read,to-read (#18),to-read,,,,0,0
15745753,Eleanor & Park,Rainbow Rowell,"Rowell, Rainbow",,"=""1250012570""","=""9781250012579""",0,3.94,St. Martin's Press,Hardcover,328,2013,2012,,2013/03/20,to-read,to-read (#17),to-read,,,,0,0
9488341,Life & Laughing: My Story,Michael McIntyre,"McIntyre, Michael",,"=""0718155815""","=""9780718155810""",0,4.08,Michael Joseph,Hardcover,294,2010,2010,,2013/03/20,to-read,to-read (#16),to-read,,,,0,0
3507,"Twelve Sharp (Stephanie Plum, #12)",Janet Evanovich,"Evanovich, Janet",,"=""""","=""9780312349486""",4,4.16,St. Martin's Press,Hardcover,310,2006,2006,2013/03/20,2013/03/14,,,read,,,,1,0
165030,"Anybody Out There? (Walsh Family, #4)",Marian Keyes,"Keyes, Marian",,"=""0061240850""","=""9780061240850""",4,3.94,William Morrow Paperbacks,Paperback,456,2007,2006,2013/03/09,2013/02/21,,,read,,,,1,0
9301,"Rachel's Holiday (Walsh Family, #2)",Marian Keyes,"Keyes, Marian",,"=""0060090383""","=""9780060090388""",4,4.00,William Morrow Paperbacks,Paperback,578,2002,1997,2013/02/13,2012/12/01,,,read,,,,1,0
82747,"Angels (Walsh Family, #3)",Marian Keyes,"Keyes, Marian",,"=""0060512148""","=""9780060512149""",3,3.76,William Morrow Paperbacks,Paperback,448,2008,2002,2013/02/21,2013/02/13,,,read,,,,1,0
2493973,"The Diamond of Darkhold (Book of Ember, #4)",Jeanne DuPrau,"DuPrau, Jeanne",,"=""0375955712""","=""9780375955716""",0,3.82,Random House,Hardcover,293,2008,2008,2013/02/13,2013/02/02,,,read,,,,1,0
15792328,"Farewell, Dorothy Parker",Ellen Meister,"Meister, Ellen",,"=""039915907X""","=""9780399159077""",0,3.49,Putnam Adult ,Hardcover,308,2013,2013,,2013/02/07,to-read,to-read (#15),to-read,,,,0,0
15781725,The House Girl,Tara Conklin,"Conklin, Tara",,"=""0062207393""","=""9780062207395""",0,3.77,William Morrow,Hardcover,370,2013,2013,,2013/02/07,to-read,to-read (#14),to-read,,,,0,0
6098362,The Blue Tattoo: The Life of Olive Oatman (Women in the West),Margot Mifflin,"Mifflin, Margot",,"=""0803211481""","=""9780803211483""",0,3.51,University of Nebraska Press,Hardcover,280,2009,2009,,2013/02/04,to-read,to-read (#13),to-read,,,,0,0
865,The Alchemist,Paulo Coelho,"Coelho, Paulo",Alan R. Clarke,"=""0061122416""","=""9780061122415""",0,3.91,HarperCollins,Paperback,197,1993,1988,,2013/02/04,to-read,to-read (#12),to-read,,,,0,0
4008,The Devil and Miss Prym,Paulo Coelho,"Coelho, Paulo","Amanda Hopkinson, Nick Caistor","=""0060527994""","=""9780060527990""",0,3.62,HarperOne,Hardcover,205,2006,2000,,2013/02/04,to-read,to-read (#11),to-read,,,,0,0
12881778,"Fifty Shades Freed (Fifty Shades, #3)",E.L. James,"James, E.L.",,"=""1612130607""","=""9781612130606""",1,3.83,The Writer's Coffee Shop Publishing House,Paperback,551,2012,2012,,2012/10/09,,,read,,,,1,0
6185,Wuthering Heights,Emily Brontë,"Brontë, Emily","Robert Heindel, John Bugg, Charlotte Brontë, Richard J. Dunn","=""""","=""""",0,3.89,Norton,Paperback,464,2002,1847,,2012/10/14,,,read,,,,1,0
11857408,"Fifty Shades Darker (Fifty Shades, #2)",E.L. James,"James, E.L.",,"=""1612130585""","=""9781612130583""",1,3.83,The Writer's Coffee Shop Publishing House,Paperback,532,2011,2011,,2012/10/09,,,read,,,,1,0
10818853,"Fifty Shades of Grey (Fifty Shades, #1)",E.L. James,"James, E.L.",,"=""1612130291""","=""9781612130293""",1,3.66,Vintage,Paperback,356,2011,2011,,2012/10/09,,,read,,,,1,0
2342943,"Oh. My. Gods. (Oh. My. Gods., #1)",Tera Lynn Childs,"Childs, Tera Lynn",,"=""0525479422""","=""9780525479420""",0,3.78,Dutton Juvenile,Hardcover,272,2008,2008,,2013/02/04,to-read,to-read (#10),to-read,,,,0,0
143534,The Gift of the Magi,O. Henry,"Henry, O.",Lisbeth Zwerger,"=""141693586X""","=""9781416935865""",0,4.11,Simon & Schuster Books for Young Readers,Hardcover,26,2006,1905,,2013/02/04,to-read,to-read (#9),to-read,,,,0,0
207034,"The Prophet of Yonwood (Book of Ember, #3)",Jeanne DuPrau,"DuPrau, Jeanne",,"=""0440421241""","=""9780440421245""",2,3.28,Yearling,Paperback,289,2006,2006,,2013/02/02,,,read,,,,1,0
3467,"The People of Sparks (Book of Ember, #2)",Jeanne DuPrau,"DuPrau, Jeanne",,"=""0375828257""","=""9780375828256""",0,3.69,Yearling Books,Paperback,338,2004,2004,,2013/02/02,,,read,,,,1,0
307791,"The City of Ember (Book of Ember, #1)",Jeanne DuPrau,"DuPrau, Jeanne",,"=""0375822747""","=""9780375822742""",0,3.89,Random House Children's Books,Paperback,270,2003,2003,,2013/02/02,,,read,,,,1,0
5326,A Christmas Carol,Charles Dickens,"Dickens, Charles",,"=""1561797464""","=""9781561797462""",0,4.08,Bethany House Publishers ,Paperback,184,1999,1843,,2012/12/11,to-read,to-read (#8),to-read,,,,0,0
16001893,"Down to You (The Bad Boys, #1)",M. Leighton,"Leighton, M.",,"=""1301716723""","=""9781301716722""",0,4.03,Smashwords,ebook,215,2012,2013,,2013/01/28,,,read,,,,1,0
16093188,"Up to Me (The Bad Boys, #2)",M. Leighton,"Leighton, M.",,"=""""","=""""",0,4.11,M. Leighton Books,Kindle Edition,289,2013,2013,,2013/01/28,,,read,,,,1,0
12649718,"Me Before You (Me Before You, #1)",Jojo Moyes,"Moyes, Jojo",,"=""0718157834""","=""9780718157838""",5,4.26,Michael Joseph (UK),Paperback,497,2012,2012,2012/12/01,2012/12/01,,,read,tugged on every single one of my heartstrings and opened me up to people's struggles in an area I'd never given much thought.  I really enjoyed this emotional rollercoaster of a book and would highly recommend it.,,,1,0
11,"The Hitchhiker’s Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",0,4.23,Del Rey Books,Mass Market Paperback,216,2005,1979,,2012/12/01,to-read,to-read (#7),to-read,,,,0,0
8682,Jitterbug Perfume,Tom Robbins,"Robbins, Tom",,"=""1842430351""","=""9781842430354""",0,4.23,No Exit Press,Paperback,342,2001,1984,,2012/12/01,to-read,to-read (#6),to-read,,,,0,0
89284,"Assholes Finish First (Tucker Max, #2)",Tucker Max,"Max, Tucker",,"=""1416938745""","=""9781416938743""",4,3.63,Gallery,Hardcover,404,2010,2008,2012/12/01,2012/11/13,,,read,,,,1,0
476739,"PS, I Scored the Bridesmaids (Ross O'carroll-kelly)",Ross O'Carroll-Kelly,"O'Carroll-Kelly, Ross",Paul        Howard,"=""0862788900""","=""9780862788902""",3,4.13,O'Brien Press,Paperback,272,2004,2013,2012/12/01,2012/11/13,,,read,,,,1,0
693593,The Orange Mocha-chip Frappuccino Years (Ross O'carroll-kelly),Ross O'Carroll-Kelly,"O'Carroll-Kelly, Ross",Paul        Howard,"=""0862788099""","=""9780862788094""",3,4.08,O'Brien Press,Paperback,208,2003,2003,2012/11/13,2012/11/09,,,read,,,,1,0
479037,The Teenage Dirtbag Years,Ross O'Carroll-Kelly,"O'Carroll-Kelly, Ross",Paul        Howard,"=""0862788498""","=""9780862788490""",3,4.09,O'Brien Press,Paperback,271,2003,2004,,2012/11/09,,,read,,,,1,0
242939,The Miseducation Years,Ross O'Carroll-Kelly,"O'Carroll-Kelly, Ross",Paul        Howard,"=""0862788528""","=""9780862788520""",3,4.08,O'Brien Press,Paperback,256,2004,2000,,2012/11/09,,,read,,,,1,0
12296,The Scarlet Letter,Nathaniel Hawthorne,"Hawthorne, Nathaniel","Nina Baym, Thomas E. Connolly","=""0142437263""","=""9780142437261""",1,3.43,Penguin Books,Paperback,279,2002,1850,2012/11/09,2012/10/14,,,read,"I had to abandon this book as I just couldn't get past the old English, I read over half but this book was too much of a struggle to enjoy",,,1,0
136116,The Scarlet Pimpernel,Emmuska Orczy,"Orczy, Emmuska",,"=""1576469239""","=""9781576469231""",0,4.07,Quiet Vision Pub,Paperback,182,2005,1905,,2012/10/14,to-read,to-read (#5),to-read,,,,0,0
2118745,"The Knife of Never Letting Go (Chaos Walking, #1)",Patrick Ness,"Ness, Patrick",,"=""1406310255""","=""9781406310252""",0,3.97,Walker,Hardcover,479,2008,2008,,2012/10/14,to-read,to-read (#3),to-read,,,,0,0
28187,The Lightning Thief (Percy Jackson and the Olympians #1),Rick Riordan,"Riordan, Rick",,"=""""","=""""",0,4.31,Disney Hyperion Books,Paperback,377,2006,2005,,2012/10/14,to-read,to-read (#1),to-read,,,,0,0
764347,"Unwind (Unwind, #1)",Neal Shusterman,"Shusterman, Neal",,"=""""","=""""",0,4.17,Simon & Schuster Books for Young Readers,Hardcover,337,2007,2007,,2012/10/14,to-read,to-read (#4),to-read,,,,0,0
2536134,"Gone (Gone, #1)",Michael  Grant,"Grant, Michael",,"=""0061448761""","=""9780061448768""",0,3.86,Katherine Tegen Books,Hardcover,560,2008,2008,,2012/10/14,to-read,to-read (#2),to-read,,,,0,0
1885,Pride and Prejudice,Jane Austen,"Austen, Jane",Anna Quindlen,"=""""","=""""",5,4.29,Modern Library,Paperback,279,2000,1813,,2012/10/09,,,read,,,,1,0
5907,"The Hobbit (The Lord of the Rings, #0)",J.R.R. Tolkien,"Tolkien, J.R.R.","Jemima Catlin, Michael Hague, Douglas A. Anderson","=""""","=""""",5,4.29,Houghton Mifflin,Paperback,366,2002,1937,,2012/10/09,,,read,,,,1,0
11003,"Eleven on Top (Stephanie Plum, #11)",Janet Evanovich,"Evanovich, Janet",,"=""0312985347""","=""9780312985349""",4,4.17,St. Martin's Press,Mass Market Paperback,321,2006,2005,,2012/10/09,,,read,,,,1,0
40331,"To the Nines (Stephanie Plum, #9)",Janet Evanovich,"Evanovich, Janet",,"=""0747267634""","=""9780747267638""",4,4.16,Headline,Paperback,372,2004,2003,,2012/10/09,,,read,,,,1,0
6425,"Hard Eight (Stephanie Plum, #8)",Janet Evanovich,"Evanovich, Janet",,"=""0312983867""","=""9780312983864""",4,4.17,St. Martin's Press,Mass Market Paperback,326,2003,2002,,2012/10/09,,,read,,,,1,0
6424,"Seven Up (Stephanie Plum, #7)",Janet Evanovich,"Evanovich, Janet",,"=""0312980140""","=""9780312980146""",4,4.15,St. Martin's Press,Mass Market Paperback,337,2001,2001,,2012/10/09,,,read,,,,1,0
6423,"High Five (Stephanie Plum, #5)",Janet Evanovich,"Evanovich, Janet",,"=""0330371231""","=""9780330371230""",4,4.18,St. Martin's Press,Paperback,336,2000,1999,,2012/10/09,,,read,,,,1,0
6858,"Hot Six (Stephanie Plum, #6)",Janet Evanovich,"Evanovich, Janet",,"=""0312976275""","=""9780312976279""",4,4.19,St. Martin's Paperbacks,Mass Market Paperback,336,2001,2000,,2012/10/09,,,read,,,,1,0
6422,"Four to Score (Stephanie Plum, #4)",Janet Evanovich,"Evanovich, Janet",,"=""0312966970""","=""9780312966973""",4,4.17,St Martins Press,Mass Market Paperback,313,1999,1998,,2012/10/09,,,read,,,,1,0
6854,"Three to Get Deadly (Stephanie Plum, #3)",Janet Evanovich,"Evanovich, Janet",,"=""0312966091""","=""9780312966096""",4,4.15,St. Martin's Press,Mass Market Paperback,321,1998,1997,,2012/10/09,,,read,,,,1,0
6427,"Two for the Dough (Stephanie Plum, #2)",Janet Evanovich,"Evanovich, Janet",,"=""0140255559""","=""9780140255553""",4,4.11,Penguin Books,Paperback,326,1996,1996,,2012/10/09,,,read,,,,1,0
6853,"One for the Money (Stephanie Plum, #1)",Janet Evanovich,"Evanovich, Janet",,"=""0312362080""","=""9780312362089""",4,4.05,St. Martin's Griffin,Paperback,320,2006,1994,,2012/10/09,,,read,,,,1,0
249747,"Artemis Fowl (Artemis Fowl, #1)",Eoin Colfer,"Colfer, Eoin",,"=""""","=""""",2,3.86,Miramax,Paperback,396,2003,2001,,2012/10/09,,,read,,,,1,0
9300,"Watermelon (Walsh Family, #1)",Marian Keyes,"Keyes, Marian",,"=""0099489988""","=""9780099489986""",3,3.77,Arrow,Paperback,520,2006,1995,,2012/10/09,,,read,,,,1,0
3063499,The Lucky One,Nicholas Sparks,"Sparks, Nicholas",,"=""0446579939""","=""9780446579933""",3,4.13,Grand Central Publishing,Hardcover,326,2009,2007,,2012/10/09,,,read,,,,1,0
82748,Sushi for Beginners,Marian Keyes,"Keyes, Marian",,"=""0060555955""","=""9780060555955""",4,3.71,William Morrow Paperbacks,Paperback,448,2008,2000,,2012/10/09,,,read,,,,1,0
12924253,"Once (Eve, #2)",Anna Carey,"Carey, Anna",,"=""0062048546""","=""9780062048547""",3,3.88,HarperCollins,Hardcover,354,2012,2012,,2012/10/09,,,read,,,,1,0
9297774,"Eve (Eve, #1)",Anna Carey,"Carey, Anna",,"=""0062048503""","=""9780062048509""",4,3.68,HarperCollins,Hardcover,336,2011,2011,,2012/10/09,,,read,,,,1,0
2767052,"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,"Collins, Suzanne",,"=""0439023483""","=""9780439023481""",5,4.34,Scholastic Press,Hardcover,374,2008,2008,,2012/10/09,,,read,,,,1,0
7260188,"Mockingjay (The Hunger Games, #3)",Suzanne Collins,"Collins, Suzanne",,"=""0439023513""","=""9780439023511""",4,4.09,Scholastic Press,Hardcover,390,2010,2010,,2012/10/09,,,read,,,,1,0
6148028,"Catching Fire (The Hunger Games, #2)",Suzanne Collins,"Collins, Suzanne",,"=""0439023491""","=""9780439023498""",4,4.33,Scholastic Press,Hardcover,391,2009,2009,,2012/10/09,,,read,,,,1,0
15881,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""""","=""""",5,4.43,Arthur A. Levine Books,Hardcover,352,1999,1998,,2012/10/09,,,read,,,,1,0
2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""""","=""""",5,4.50,Scholastic Inc.,Paperback,912,2004,2003,,2012/10/09,,,read,,,,1,0
136251,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",5,4.62,Arthur A. Levine Books,Hardcover,759,2007,2007,,2012/10/09,,,read,,,,1,0
13497818,The Casual Vacancy,J.K. Rowling,"Rowling, J.K.",,"=""0316228532""","=""9780316228534""",3,3.30,"Little, Brown and Company",Hardcover,503,2012,2012,,2012/10/09,,,read,,,,1,0
3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",5,4.47,Scholastic Inc,Hardcover,309,2003,1997,,2012/10/09,,,read,,,,1,0
6,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",J.K. Rowling,"Rowling, J.K.","Mary GrandPré, Jim Kay","=""""","=""""",5,4.57,Scholastic,Paperback,734,2002,2000,,2012/10/09,,,read,,,,1,0
5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""043965548X""","=""9780439655484""",4,4.58,Scholastic Inc.,Mass Market Paperback,435,2004,1999,,2012/10/09,,,read,,,,1,0
